Name,City,IATA Code,Destination Count,Latitude,Longitude
Sultan Ismail Petra Airport,Kota Bahru,KBR,14,6.166850090026856,102.29299926757812
Kuching International Airport,Kuching,KCH,26,1.4846999645233154,110.34700012207031
Labuan Airport,Labuan,LBU,4,5.300680160522461,115.25
Lombok International Airport,Praya,LOP,16,-8.757322,116.276675
Miri Airport,Miri,MYY,24,4.322010040283203,113.98699951171876
Minangkabau International Airport,Padang,PDG,7,-0.786917,100.280998
Sultan Syarif Kasim Ii (Simpang Tiga) Airport,Pekanbaru,PKU,18,0.4607860147953034,101.44499969482422
Sultan Mahmud Badaruddin II Airport,Palembang,PLM,14,-2.8982501029968,104.69999694824
Sibu Airport,Sibu,SBW,9,2.2616000175476074,111.98500061035156
Sandakan Airport,Sandakan,SDK,6,5.900899887084961,118.05899810791016
Adi Sumarmo Wiryokusumo Airport,Solo City,SOC,8,-7.516089916229247,110.75700378417969
Achmad Yani Airport,Semarang,SRG,17,-6.97273,110.375
Juanda International Airport,Surabaya,SUB,65,-7.379829883575439,112.78700256347656
Sultan Mahmud Airport,Kuala Terengganu,TGG,7,5.3826398849487305,103.10299682617188
Tawau Airport,Tawau,TWU,7,4.320159912109375,118.12799835205078
Hasanuddin International Airport,Ujung Pandang,UPG,56,-5.061629772186278,119.5540008544922
Surat Thani Airport,Surat Thani,URT,4,9.132599830630001,99.135597229
Wattay International Airport,Vientiane,VTE,25,17.988300323500003,102.56300354
Licenciado Miguel de la Madrid Airport,Colima,CLQ,3,19.277,-103.57700200000001
General Pedro Jose Mendez International Airport,Ciudad Victoria,CVM,2,23.7033004761,-98.9564971924
General Guadalupe Victoria International Airport,Durango,DGO,5,24.1242008209,-104.52799987799999
El Lencero Airport,Jalapa,JAL,2,19.4750995636,-96.79750061040001
Valle del Fuerte International Airport,Los Mochis,LMM,5,25.6851997375,-109.081001282
Lázaro Cárdenas Airport,Lazard Cardenas,LZC,2,18.0016994476,-102.221000671
General Servando Canales International Airport,Matamoros,MAM,2,25.7698993683,-97.5252990723
General Rodolfo Sánchez Taboada International Airport,Mexicali,MXL,4,32.6306,-115.241997
Quetzalcóatl International Airport,Nuevo Laredo,NLD,1,27.4438991547,-99.5705032349
El Tajín National Airport,Poza Rico,PAZ,6,20.6026992798,-97.4608001709
Piedras Negras International Airport,Piedras Negras,PDS,2,28.627399,-100.535004
Puerto Escondido International Airport,Puerto Escondido,PXM,3,15.8769,-97.08910300000001
Plan De Guadalupe International Airport,Saltillo,SLW,2,25.54949951171875,-100.9290008544922
Tapachula International Airport,Tapachula,TAP,2,14.794300079300001,-92.3700027466
Amado Nervo National Airport,Tepic,TPQ,3,21.4195,-104.843002
Suboficial Ay Santiago Germano Airport,San Rafael,AFA,2,-34.588299,-68.4039
Aviador C. Campos Airport,San Martin Des Andes,CPC,1,-40.075401,-71.137299
Catamarca Airport,Catamarca,CTC,1,-28.5956001282,-65.751701355
Formosa Airport,Formosa,FMA,1,-26.2127,-58.2281
El Calafate Airport,El Calafate,FTE,4,-50.2803,-72.053101
Cataratas Del Iguazú International Airport,Iguazu Falls,IGR,4,-25.737301000000002,-54.4734
Capitan V A Almonacid Airport,La Rioja,IRJ,1,-29.381599426300003,-66.7957992554
Gobernador Horacio Guzman International Airport,Jujuy,JUJ,2,-24.392799,-65.097801
Brigadier Mayor D Cesar Raul Ojeda Airport,San Luis,LUQ,1,-33.2732009888,-66.3563995361
Libertador Gral D Jose De San Martin Airport,Posadas,PSS,1,-27.3858,-55.9707
Resistencia International Airport,Resistencia,RES,1,-27.45,-59.0561
Termas de Río Hondo international Airport,Rio Hondo,RHD,1,-27.4966,-64.93595
Santa Rosa Airport,Santa Rosa,RSA,1,-36.588299,-64.27570300000001
Vicecomodoro Angel D. La Paz Aragonés Airport,Santiago Del Estero,SDE,1,-27.7655563354,-64.3099975586
Martin Miguel De Guemes International Airport,Salta,SLA,6,-24.856000900300003,-65.4861984253
Teniente Benjamin Matienzo Airport,Tucuman,TUC,2,-26.8409,-65.104897
Domingo Faustino Sarmiento Airport,San Juan,UAQ,2,-31.571501,-68.418198
Malvinas Argentinas Airport,Ushuaia,USH,4,-54.8433,-68.2958
Gobernador Castello Airport,Viedma,VDM,1,-40.8692,-63.0004
Adak Airport,Adak Island,ADK,1,51.87799835205078,-176.64599609375
King Salmon Airport,King Salmon,AKN,7,58.67679977,-156.6490021
Walla Walla Regional Airport,Walla Walla,ALW,1,46.09489822,-118.288002
Bellingham International Airport,Bellingham,BLI,10,48.79280090332031,-122.53800201416016
Gallatin Field,Bozeman,BZN,8,45.77750015,-111.15299990000001
Cold Bay Airport,Cold Bay,CDB,5,55.20610046386719,-162.72500610351562
Dillingham Airport,Dillingham,DLG,3,59.04470062,-158.50500490000002
Pangborn Memorial Airport,Wenatchee,EAT,1,47.3988990784,-120.20700073200001
Glacier Park International Airport,Kalispell,FCA,5,48.31050109863281,-114.25599670410156
Great Falls International Airport,Great Falls,GTF,7,47.48199844,-111.3710022
Helena Regional Airport,Helena,HLN,5,46.6068000793457,-111.98300170898438
Loreto International Airport,Loreto,LTO,1,25.989200592041016,-111.3479995727539
Lewiston Nez Perce County Airport,Lewiston,LWS,4,46.3745002746582,-117.01499938964844
Missoula International Airport,Missoula,MSO,7,46.91630173,-114.0910034
Plattsburgh International Airport,Plattsburgh,PBG,7,44.6509017944336,-73.46810150146484
Northern Maine Regional Airport at Presque Isle,Presque Isle,PQI,2,46.68899918,-68.0447998
Tri Cities Airport,Pasco,PSC,8,46.26470184326172,-119.11900329589844
Petersburg James A Johnson Airport,Petersburg,PSG,2,56.80170059,-132.9450073
Pullman Moscow Regional Airport,Pullman,PUW,2,46.7439,-117.110001
Sand Point Airport,Sand Point,SDP,2,55.31499862670898,-160.5229949951172
Sitka Rocky Gutierrez Airport,Sitka,SIT,3,57.04710006713867,-135.36199951171878
St Paul Island Airport,St. Paul Island,SNP,3,57.16730117797852,-170.22000122070312
St George Airport,Point Barrow,STG,3,56.5783004761,-169.662002563
Wrangell Airport,Wrangell,WRG,2,56.48429871,-132.36999509999998
Yakutat Airport,Yakutat,YAK,2,59.503299713100006,-139.660003662
Yakima Air Terminal McAllister Field,Yakima,YKM,1,46.56819916,-120.5439987
Al Massira Airport,Agadir,AGA,28,30.32500076293945,-9.41306972503662
Cherif Al Idrissi Airport,Al Hociema,AHU,1,35.177101135253906,-3.83951997756958
Mogador Airport,Essadouira,ESU,3,31.397499084499998,-9.6816701889
Hassan I Airport,El Aaiún,EUN,4,27.151699,-13.2192
Angads Airport,Oujda,OUD,10,34.78720092773437,-1.92399001121521
Ouarzazate Airport,Ouarzazate,OZZ,2,30.939100265500002,-6.909430027010001
Praia International Airport,"Praia, Santiago Island",RAI,17,14.924500465393065,-23.49349975585937
Tenerife Norte Airport,Tenerife,TFN,32,28.4827003479,-16.341499328599998
Tan Tan Airport,Tan Tan,TTA,1,28.448200225830078,-11.161299705505373
Saniat R'mel Airport,Tetouan,TTU,1,35.594299316406,-5.320020198822
Dakhla Airport,Dakhla,VIL,3,23.7183,-15.932
El Eden Airport,Armenia,AXM,2,4.452780000000001,-75.7664
Ernesto Cortissoz International Airport,Barranquilla,BAQ,10,10.8896,-74.7808
Palonegro Airport,Bucaramanga,BGA,5,7.1265,-73.1848
Rafael Nuñez International Airport,Cartagena,CTG,12,10.4424,-75.513
Camilo Daza International Airport,Cucuta,CUC,4,7.927569999999999,-72.5115
Yariguíes Airport,Barrancabermeja,EJA,1,7.02433,-73.8068
El Yopal Airport,Yopal,EYP,2,5.31911,-72.384
Perales Airport,Ibague,IBE,3,4.42161,-75.1333
Los Garzones Airport,Monteria,MTR,3,8.823739999999999,-75.8258
La Nubia Airport,Manizales,MZL,1,5.0296,-75.4647
Benito Salas Airport,Neiva,NVA,2,2.95015,-75.294
Matecaña International Airport,Pereira,PEI,6,4.81267,-75.7395
Guillermo León Valencia Airport,Popayan,PPN,1,2.4544,-76.6093
Almirante Padilla Airport,Rio Hacha,RCH,1,11.5262,-72.926
Simón Bolívar International Airport,Santa Marta,SMR,4,11.1196,-74.2306
La Florida Airport,Tumaco,TCO,1,1.8144200000000001,-78.7492
Alfonso López Pumarejo Airport,Valledupar,VUP,2,10.435,-73.2495
Tamale Airport,Tamale,TML,3,9.55718994140625,-0.8632140159606934
Stockholm-Bromma Airport,Stockholm,BMA,27,59.35440063476562,17.941699981689453
Joensuu Airport,Joensuu,JOE,1,62.662899017334006,29.607500076294
Jyvaskyla Airport,Jyvaskyla,JYV,3,62.399501800537,25.678300857544
Kajaani Airport,Kajaani,KAJ,2,64.285499572754,27.692399978638
Kuusamo Airport,Kuusamo,KAO,1,65.98760223388699,29.239400863647
Keflavik International Airport,Keflavik,KEF,45,63.985000610352,-22.605600357055998
Kemi-Tornio Airport,Kemi,KEM,2,65.778701782227,24.582099914551
Kuopio Airport,Kuopio,KUO,1,63.007099151611,27.797800064087
Malmö Sturup Airport,Malmoe,MMX,16,55.53630536399999,13.3761978149
Minsk National Airport,Minsk 2,MSQ,54,53.882499694824,28.030700683594
Norrköping Airport,Norrkoeping,NRK,2,58.58629989624024,16.250600814819336
Francisco de Sá Carneiro Airport,Porto,OPO,100,41.248100280799996,-8.68138980865
Oulu Airport,Oulu,OUL,4,64.930099487305,25.354600906372
Pamplona Airport,Pamplona,PNA,2,42.77000045776367,-1.6463299989700315
Rovaniemi Airport,Rovaniemi,RVN,2,66.564796447754,25.830400466919
Savonlinna Airport,Savonlinna,SVL,2,61.943099975586,28.945100784302
Tartu Airport,Tartu,TAY,2,58.30749893189999,26.6903991699
Lennart Meri Tallinn Airport,Tallinn-ulemiste International,TLL,38,59.41329956049999,24.8327999115
Tampere-Pirkkala Airport,Tampere,TMP,12,61.414100646973,23.604400634766
Umeå Airport,Umea,UME,8,63.791801452636996,20.282800674438
Vaasa Airport,Vaasa,VAA,5,63.050701141357,21.762199401855
Aalborg Airport,Aalborg,AAL,20,57.092758913800004,9.84924316406
Ålesund Airport,Alesund,AES,13,62.5625,6.119699954986572
Alghero-Fertilia Airport,Alghero,AHO,31,40.632099,8.29077
Tautii Magheraus Airport,Baia Mare,BAY,2,47.65840148925781,23.46999931335449
Bolzano Airport,Bolzano,BZO,2,46.460201,11.3264
Comiso Airport,Comiso,CIY,8,36.994601,14.607182
Cluj-Napoca International Airport,Cluj-napoca,CLJ,21,46.78519821166992,23.686199188232425
Humberside Airport,Humberside,HUY,5,53.57440185546875,-0.350832998752594
Iaşi Airport,Iasi,IAS,12,47.17850112915039,27.6205997467041
Jinnah International Airport,Karachi,KHI,62,24.9065,67.160797
Kristiansand Airport,Kristiansand,KRS,11,58.204201,8.08537
Khartoum International Airport,Khartoum,KRT,41,15.589500427246096,32.55319976806641
A Coruña Airport,La Coruna,LCG,12,43.302101,-8.37726
Durham Tees Valley Airport,Teesside,MME,3,54.50920104980469,-1.4294099807739258
Norwich International Airport,Norwich,NWI,10,52.675800323500006,1.28278005123
Oradea International Airport,Oradea,OMR,2,47.02529907226562,21.90250015258789
Pescara International Airport,Pescara,PSR,9,42.431702,14.1811
Reggio Calabria Airport,Reggio Calabria,REG,6,38.071201,15.6516
Seychelles International Airport,Mahe,SEZ,13,-4.67434,55.521801
Satu Mare Airport,Satu Mare,SUJ,2,47.70330047607422,22.885700225830078
Tashkent International Airport,Tashkent,TAS,81,41.257900238000005,69.2811965942
Podgorica Airport,Podgorica,TGD,16,42.359402,19.2519
Transilvania Târgu Mureş International Airport,Tirgu Mures,TGM,5,46.46770095825195,24.41250038146973
Trieste–Friuli Venezia Giulia Airport,Ronchi De Legionari,TRS,11,45.827498999999996,13.4722
Timişoara Traian Vuia Airport,Timisoara,TSR,13,45.80989837646485,21.337900161743164
Ashgabat International Airport,Ashkhabad,ASB,15,37.986801,58.361000000000004
Astana International Airport,Tselinograd,TSE,52,51.02220153808594,71.46690368652344
Amboseli Airport,Amboseli National Park,ASV,2,-2.645050048828125,37.25310134887695
Egal International Airport,Hargeisa,HGA,7,9.518170356750488,44.08879852294922
Kitale Airport,Kitale,KTL,1,0.9719889760017396,34.95859909057617
Lokichoggio Airport,Lokichoggio,LKG,1,4.20412015914917,34.348201751708984
Mara Serena Lodge Airstrip,Masai Mara,MRE,3,-1.406111,35.008057
Ukunda Airstrip,Ukunda,UKA,3,-4.29333,39.571098
Nairobi Wilson Airport,Nairobi,WIL,19,-1.3217200040817259,36.81480026245117
Wajir Airport,Wajir,WJR,5,1.7332400000000001,40.091599
Rafael Hernandez Airport,Aguadilla,BQN,4,18.49489974975586,-67.12940216064453
Worcester Regional Airport,Worcester,ORH,2,42.26729965209961,-71.87570190429688
Mercedita Airport,Ponce,PSE,2,18.00830078125,-66.56300354003906
Portland International Jetport Airport,Portland,PWM,2,43.64619827,-70.30930328
Abadan Airport,Abadan,ABD,6,30.371099471999997,48.2282981873
Ahwaz Airport,Ahwaz,AWZ,24,31.3374004364,48.7620010376
Shahid Sadooghi Airport,Yazd,AZD,7,31.904899597199996,54.2765007019
Bandar Abbas International Airport,Bandar Abbas,BND,19,27.218299865722656,56.37779998779297
Esfahan Shahid Beheshti International Airport,Esfahan,IFN,20,32.75080108642578,51.86130142211914
Kish International Airport,Kish Island,KIH,16,26.526199340799998,53.9802017212
Shahid Ashrafi Esfahani Airport,Bakhtaran,KSH,6,34.3459014893,47.1581001282
Mashhad International Airport,Mashhad,MHD,65,36.235198974609375,59.64099884033203
Sardar-e-Jangal Airport,Rasht,RAS,10,37.323333,49.617778
Dasht-e Naz Airport,Dasht-e-naz,SRY,6,36.635799408000004,53.1935997009
Shiraz Shahid Dastghaib International Airport,Shiraz,SYZ,39,29.53919982910156,52.58980178833008
Tabriz International Airport,Tabriz,TBZ,15,38.1338996887207,46.23500061035156
Mehrabad International Airport,Teheran,THR,62,35.68920135498047,51.31340026855469
Zahedan International Airport,Zahedan,ZAH,11,29.47570037841797,60.90620040893555
Aarhus Airport,Aarhus,AAR,8,56.2999992371,10.619000434899998
King Shaka International Airport,Durban,DUR,21,-29.6144444444,31.119722222199997
Federico Garcia Lorca Airport,Granada,GRX,9,37.18870162963867,-3.777359962463379
Isle of Man Airport,Isle Of Man,IOM,11,54.08330154418945,-4.623889923095703
Paphos International Airport,Paphos,PFO,42,34.71799850463867,32.48569869995117
Port Elizabeth Airport,Port Elizabeth,PLZ,9,-33.984901428200004,25.617300033600003
Tobago-Crown Point Airport,Scarborough,TAB,4,11.149700164794922,-60.83219909667969
Victoria Falls International Airport,Victoria Falls,VFA,7,-18.09589958190918,25.839000701904297
Hosea Kutako International Airport,Windhoek,WDH,19,-22.4799,17.4709
Charlotte Amalie Harbor Seaplane Base,Charlotte Amalie,SPB,1,18.338600158691406,-64.94069671630861
New Ishigaki Airport,Ishigaki,ISG,14,24.396389000000003,124.245
Kagoshima Airport,Kagoshima,KOJ,18,31.80340003967285,130.718994140625
Miyako Airport,Miyako,MMY,5,24.7828006744,125.294998169
Nagasaki Airport,Nagasaki,NGS,17,32.916900634799994,129.914001465
Sendai Airport,Sendai,SDJ,31,38.139701843299996,140.917007446
Kobe Airport,Kobe,UKB,12,34.632801055908196,135.2239990234375
Miho Yonago Airport,Miho,YGJ,8,35.4921989440918,133.23599243164062
Benbecula Airport,Benbecula,BEB,2,57.48109817504883,-7.362780094146728
Barra Airport,Barra,BRR,1,57.0228,-7.443060000000001
Campbeltown Airport,Campbeltown,CAL,1,55.43719863891602,-5.686389923095702
Donegal Airport,Dongloe,CFN,2,55.0442008972168,-8.340999603271483
Dundee Airport,Dundee,DND,1,56.45249938964844,-3.0258300304412837
Robin Hood Doncaster Sheffield Airport,"Doncaster, Sheffield",DSA,9,53.4805378105,-1.01065635681
East Midlands Airport,East Midlands,EMA,95,52.8311004639,-1.32806003094
Islay Airport,Islay,ILY,1,55.68190002441406,-6.256669998168945
Inverness Airport,Inverness,INV,11,57.54249954223633,-4.047500133514403
Kirkwall Airport,Kirkwall,KOI,11,58.957801818847656,-2.9049999713897705
Liverpool John Lennon Airport,Liverpool,LPL,58,53.33359909057617,-2.849720001220703
Sumburgh Airport,Sumburgh,LSI,5,59.87889862060547,-1.295560002326965
Ireland West Knock Airport,Connaught,NOC,15,53.9103012084961,-8.818490028381348
Stornoway Airport,Stornoway,SYY,5,58.215599060058594,-6.3311100006103525
Tiree Airport,Tiree,TRE,1,56.49919891357422,-6.869170188903809
Waterford Airport,Waterford,WAT,2,52.18719863891602,-7.086959838867188
Wick Airport,Wick,WIC,2,58.458900451660156,-3.09306001663208
Groote Eylandt Airport,Groote Eylandt,GTE,4,-13.975000381500001,136.460006714
Mulu Airport,Mulu,MZV,6,4.048329830169679,114.80500030517578
Monastir Habib Bourguiba International Airport,Monastir,MIR,15,35.75809860229492,10.75469970703125
Heihe Airport,Heihe,HEK,3,50.1716209371,127.308883667
Zhijiang Airport,Zhijiang,HJJ,3,27.4411111111,109.7
Jiagedaqi Airport,Jiagedaqi District,JGD,4,50.371389,124.1175
Jiamusi Airport,Jiamusi,JMU,10,46.84339904789999,130.464996338
Jixi Xingkaihu Airport,Jixi,JXA,6,45.293,131.19299999999998
Lingling Airport,Yongzhou,LLF,3,26.338661,111.61004299999999
Gu-Lian Airport,Mohe County,OHE,3,52.912777777799995,122.43
Tongren Fenghuang Airport,Tongren,TEN,5,27.883333,109.308889
Yantai Laishan Airport,Yantai,YNT,56,37.40169906616211,121.37200164794922
Buon Ma Thuot Airport,Buonmethuot,BMV,7,12.668299675,108.120002747
Cam Ranh Airport,Nha Trang,CXR,7,11.99820041656494,109.21900177001952
Da Nang International Airport,Danang,DAD,33,16.043899536132812,108.1989974975586
Cat Bi International Airport,Haiphong,HPH,4,20.81940078735352,106.7249984741211
Phu Quoc International Airport,Phuquoc,PQC,5,10.1698,103.9931
Vinh Airport,Vinh,VII,7,18.7376003265,105.67099762
Esbjerg Airport,Esbjerg,EBJ,2,55.525902,8.5534
"Harstad/Narvik Airport, Evenes",Harstad/Narvik,EVE,9,68.491302490234,16.678100585938
Kristiansund Airport (Kvernberget),Kristiansund,KSU,7,63.111801147461,7.8245201110839995
Kasane Airport,Kasane,BBK,4,-17.83289909362793,25.16239929199219
Francistown Airport,Francistown,FRW,2,-21.15959930419922,27.47450065612793
Sir Seretse Khama International Airport,Gaberone,GBE,9,-24.555201,25.9182
Maun Airport,Maun,MUB,7,-19.97260093688965,23.431100845336914
Asahikawa Airport,Asahikawa,AKJ,7,43.670799255371094,142.44700622558594
Hakodate Airport,Hakodate,HKD,10,41.7700004578,140.822006226
Komatsu Airport,Kanazawa,KMQ,17,36.39459991455078,136.40699768066406
Okayama Airport,Okayama,OKJ,13,34.7569007874,133.854995728
Tunxi International Airport,Huangshan,TXN,26,29.73329925537109,118.25599670410156
Palanga International Airport,Palanga,PLQ,3,55.97320175170898,21.093900680541992
Bukavu Kavumu Airport,Bukavu/kavumu,BKY,2,-2.3089799880981445,28.808799743652344
Boende Airport,Boende,BNB,1,-0.21699999272823334,20.850000381469727
Beni Airport,Beni,BNC,2,0.575,29.4739
Bunia Airport,Bunia,BUX,3,1.5657199621200562,30.220800399780273
Lubumbashi International Airport,Lubumashi,FBM,10,-11.5913000107,27.5308990479
Bangoka International Airport,Kisangani,FKI,2,0.48163899779299996,25.337999343899998
Gemena Airport,Gemena,GMA,1,3.23536992073,19.7712993622
Goma International Airport,Goma,GOM,3,-1.670809984207153,29.23850059509277
Matari Airport,Isiro,IRP,1,2.8276100158691406,27.58830070495605
Kananga Airport,Kananga,KGA,3,-5.90005016327,22.4692001343
Kindu Airport,Kindu,KND,2,-2.91917991638,25.9153995514
Kongolo Airport,Kongolo,KOO,1,-5.39444,26.99
Lodja Airport,Lodja,LJA,1,-3.4170000553131104,23.45000076293945
Mbandaka Airport,Mbandaka,MDK,2,0.0226000007242,18.2887001038
Mbuji Mayi Airport,Mbuji-mayi,MJM,2,-6.121240139010001,23.5690002441
Tshikapa Airport,Tshikapa,TSH,2,-6.4383300000000006,20.794701
Vilo Acuña International Airport,Cayo Largo del Sur,CYO,3,21.616500854499996,-81.5459976196
Antonio Maceo International Airport,Santiago De Cuba,SCU,5,19.96980094909668,-75.83540344238281
Cheddi Jagan International Airport,Georgetown,GEO,8,6.498549938201903,-58.25410079956055
Bata Airport,Bata,BSG,2,1.9054700136184688,9.80568027496338
Aksu Airport,Aksu,AKU,6,41.262501,80.291702
Qamdo Bangda Airport,Bangda,BPX,3,30.553600311279297,97.1082992553711
Chaoyang Airport,Chaoyang,CHG,3,41.538101,120.434998
Chifeng Airport,Chifeng,CIF,15,42.23500061035156,118.90799713134766
Changzhi Airport,Changzhi,CIH,16,36.247501,113.125999
Dachuan Airport,Dazhou,DAX,9,31.1302,107.4295
Dandong Airport,Dandong,DDG,5,40.0247,124.28600300000001
Saertu Airport,Daqing,DQA,5,46.7463888889,125.14055555600001
Pyongyang Sunan International Airport,Pyongyang,FNJ,5,39.224098,125.66999799999999
Fuyang Xiguan Airport,Fuyang,FUG,11,32.882157,115.73436399999999
Guangyuan Airport,Guangyuan,GYS,8,32.391101837158196,105.7020034790039
Hiroshima Airport,Hiroshima,HIJ,17,34.4361000061,132.91900634799998
Dongshan Airport,Hailar,HLD,18,49.2050018311,119.82499694799999
Ulanhot Airport,Ulanhot,HLH,7,46.195333000000005,122.00833300000001
Hami Airport,Hami,HMI,10,42.8414,93.669197
Zhoushan Airport,Zhoushan,HSN,13,29.9342002869,122.36199951200001
Hotan Airport,Hotan,HTN,6,37.03850173950195,79.86489868164062
Huangyan Luqiao Airport,Huangyan,HYN,14,28.56220054626465,121.4290008544922
Jingdezhen Airport,Jingdezhen,JDZ,16,29.3386001587,117.176002502
Jinggangshan Airport,Jian,JGS,9,26.8568992615,114.73699951200001
Jiujiang Lushan Airport,Jiujiang,JIU,6,29.476944,115.801111
Jinzhou Airport,Jinzhou,JNZ,5,41.10139846801758,121.06199645996094
Quzhou Airport,Quzhou,JUZ,6,28.965799,118.899002
Korla Airport,Korla,KRL,10,41.69779968261719,86.12889862060547
Liuzhou Bailian Airport,Liuzhou,LZH,14,24.2075,109.390999
Luzhou Airport,Luzhou,LZO,13,28.85219955444336,105.39299774169922
Mudanjiang Hailang International Airport,Mudanjiang,MDG,10,44.524101257299996,129.569000244
Muan International Airport,Muan,MWX,6,34.991406,126.382814
Qiqihar Sanjiazi Airport,Qiqihar,NDG,8,47.239601135253906,123.91799926757812
Bayannur Tianjitai Airport,Bayannur,RLK,5,40.926,107.7428
Daegu Airport,Taegu,TAE,6,35.896871999999995,128.65531000000001
Tongliao Airport,Tongliao,TGO,13,43.556702,122.199997
Chinggis Khaan International Airport,Ulan Bator,ULN,21,47.843102,106.766998
Wuhai Airport,Wuhai,WUA,8,39.7934,106.7993
Nanping Wuyishan Airport,Wuyishan,WUS,15,27.7019,118.000999
Xiangyang Liuji Airport,Xiangfan,XFN,13,32.1506,112.291
Xilinhot Airport,Xilinhot,XIL,7,43.91559982299805,115.96399688720705
Yuncheng Guangong Airport,Yuncheng,YCU,29,35.116391,111.031388889
Yining Airport,Yining,YIN,4,43.955799,81.330299
Yiwu Airport,Yiwu,YIW,18,29.344699859600002,120.03199768100001
Yanji Chaoyangchuan Airport,Yanji,YNJ,14,42.8828010559,129.451004028
Puerto Lempira Airport,Puerto Lempira,PEU,2,15.2622,-83.78119699999999
Avignon-Caumont Airport,Avignon,AVN,2,43.90729904174805,4.901830196380615
Buka Airport,Buka Island,BUA,4,-5.422319889068604,154.67300415039062
Daru Airport,Daru,DAU,4,-9.086759567260001,143.207992554
Goroka Airport,Goroka,GKA,5,-6.0816898345900015,145.391998291
Gurney Airport,Gurney,GUR,6,-10.311499595599999,150.333999634
Mount Hagen Kagamuga Airport,Mount Hagen,HGU,10,-5.826789855957031,144.29600524902344
Kimbe Airport,Hoskins,HKN,6,-5.462170124053955,150.40499877929688
Kavieng Airport,Kavieng,KVG,4,-2.57940006256,150.807998657
Nadzab Airport,Nadzab,LAE,11,-6.569803,146.725977
Madang Airport,Madang,MAG,8,-5.20707988739,145.789001465
Momote Airport,Momote,MAS,5,-2.06189,147.423996
Misima Island Airport,Misima Island,MIS,2,-10.6892004013,152.837997437
Moro Airport,Moro,MXH,3,-6.36332988739,143.238006592
Girua Airport,Girua,PNP,5,-8.80453968048,148.309005737
Port Moresby Jacksons International Airport,Port Moresby,POM,52,-9.443380355834961,147.22000122070312
Tokua Airport,Tokua,RAB,13,-4.34045982361,152.380004883
Tabubil Airport,Tabubil,TBG,4,-5.27861,141.225998
Tari Airport,Tari,TIZ,3,-5.84499979019,142.947998047
Kiunga Airport,Kiunga,UNG,5,-6.1257100105285645,141.28199768066406
Wewak International Airport,Wewak,WWK,6,-3.5838301181800003,143.66900634799998
Miyazaki Airport,Miyazaki,KMI,11,31.877199173,131.44900512700002
Tainan Airport,Tainan,TNN,1,22.95039939880371,120.20600128173828
Toyama Airport,Toyama,TOY,9,36.64830017089844,137.18800354003906
Ignacio Agramonte International Airport,Camaguey,CMW,3,21.420299530029297,-77.84750366210938
Mariana Grajales Airport,Guantanamo,GAO,1,20.08530044555664,-75.1583023071289
Khabarovsk-Novy Airport,Khabarovsk,KHV,38,48.52799987793,135.18800354004
Samui Airport,Ko Samui,USM,18,9.547789573669997,100.06199646
Vladivostok International Airport,Vladivostok,VVO,26,43.39899826049805,132.14799499511722
Altay Air Base,Altay,AAT,2,47.7498855591,88.0858078003
Xingyi Airport,Xingyi,ACX,6,25.0863888889,104.959444444
Anshan Air Base,Anshan,AOG,3,41.105301000000004,122.853996
Anqing Tianzhushan Airport,Anqing,AQG,7,30.582199,117.050003
Anshun Huangguoshu Airport,Anshun,AVA,4,26.2605555556,105.87333333299999
Bijie Feixiong Airport,Bijie,BFJ,8,27.267065999999996,105.47209699999999
Baoshan Yunduan Airport,Baoshan,BSD,2,25.053301,99.168297
Liping Airport,Liping,HZH,3,26.32217,109.1499
Jining Qufu Airport,Jining,JNG,10,35.292778000000006,116.346667
Jiuhuashan Airport,Chizhou,JUH,7,30.7403,117.6856
Kuqa Airport,Kuqa,KCA,2,41.677856,82.872917
Niigata Airport,Niigata,KIJ,16,37.955898284899995,139.121002197
Karamay Airport,Karamay,KRY,2,45.46655,84.9527
Lindu Airport,Yinchun,LDS,2,47.7520555556,129.019125
Libo Airport,Libo,LLB,1,25.4525,107.96166699999999
Lintsang Airfield,Lincang,LNJ,2,23.738100051900002,100.025001526
Lianyungang Airport,Lianyungang,LYG,16,34.571667,118.87361100000001
Nanchong Airport,Nanchong,NAO,6,30.79545,106.1626
Xinyuan Nalati Airport,Xinyuan,NLT,2,43.4318,83.3786
Nanyang Jiangying Airport,Nanyang,NNY,8,32.980801,112.614998
Osh Airport,Osh,OSS,31,40.6090011597,72.793296814
Tacheng Airport,Tacheng,TCG,2,46.67250061035156,83.3407974243164
Zhaotong Airport,Zhaotong,ZAT,3,27.32559967041016,103.75499725341795
Cherepovets Airport,Cherepovets,CEE,7,59.273601532,38.015800476100004
Kirovsk-Apatity Airport,Apatity,KVK,1,67.46330261230469,33.58829879760742
Velikiy Ustyug Airport,Veliky Ustyug,VUS,1,60.78829956054688,46.2599983215332
Simon Mwansa Kapwepwe International Airport,Ndola,NLA,10,-12.998100280762,28.66489982605
Gold Coast Airport,Coolangatta,OOL,28,-28.1644001007,153.505004883
Ängelholm-Helsingborg Airport,Ängelholm,AGH,3,56.29610061645508,12.847100257873535
Gothenburg City Airport,Gothenborg,GSE,21,57.7747,11.8704
Kalmar Airport,Kalkmar,KLR,3,56.68550109863281,16.287599563598633
Ronneby Airport,Ronneby,RNB,3,56.266700744629,15.265000343322999
Sundsvall-Härnösand Airport,Sundsvall,SDL,5,62.528099060058594,17.443899154663086
